Título;Link fixo;Data de publicação;Instituições;Fonte;Data de acesso à fonte;Suporte;Duração/Tamanho;Local de Publicação;Idiomas;Resumo;Itens relacionados;Temas;Dimensões;Palavras-chave - Termos do vocabulário controlado;Direitos autorais - Tipo;Temas e termos do vocabulário controlado;Localizações;Datas;Seção do Observatório;Detalhes da Catalogação;id
Balanço do Plano Nacional de Educação;a-balanco-do-plano-nacional-de-educacao;01/01/2022 00:00;Relação:Autora,Instituição:#a5ec0800-d19b-4c80-b778-0ad967ee765f;https://media.campanha.org.br/acervo/documentos/00_BalancoPNE_Cartelas2022_ok_1.pdf;25/08/2022 21:00;9293d806-8419-4127-b442-6437549105e5;31 páginas;;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>Neste documento, encontra-se um conjunto de cartelas com os dados mais recentes sobre todas as metas do Plano Nacional de Educa&ccedil.&atilde.o, lei que funciona como b&uacute.ssola e estrutura para as melhorias em nossa educa&ccedil.&atilde.o. Apresentou-se o que j&aacute. foi cumprido, o que falta cumprir e tamb&eacute.m o impacto desse estado de cumprimento em nossas vidas. O PNE n&atilde.o est&aacute. sendo cumprido. No lugar dele, s&atilde.o colocadas uma s&eacute.rie de pol&iacute.ticas p&uacute.blicas que v&atilde.o na contram&atilde.o do que ele preconiza.</p>;;17a7a4b9-a285-4199-b013-5518fbdd6d3a|068f159c-3265-4192-b288-bcdbfcdce78d|964e45f7-2ab1-40d5-ae37-0f3b772841ba;faf99f35-3654-4278-8f62-773faea7f61a;38a8d017-0f7e-4e07-ab60-9deec91421e7|2093eae8-4fae-4b12-91f4-275477c51aaf|52610422-f267-4dbf-8b8a-d7037d4862d5|6cbea140-108d-40a2-91e0-cbc0bbd47a85|30d709a6-f6df-4521-ae49-4f9eaeffcff8;1bd11ff0-e423-411b-89c6-6fc188e8139b;17a7a4b9-a285-4199-b013-5518fbdd6d3a|068f159c-3265-4192-b288-bcdbfcdce78d|964e45f7-2ab1-40d5-ae37-0f3b772841ba|38a8d017-0f7e-4e07-ab60-9deec91421e7|2093eae8-4fae-4b12-91f4-275477c51aaf|52610422-f267-4dbf-8b8a-d7037d4862d5|6cbea140-108d-40a2-91e0-cbc0bbd47a85|30d709a6-f6df-4521-ae49-4f9eaeffcff8;;;cedoc; ;0939d7ca-ccef-4885-a962-65514331cccc
Conferência Nacional de Educação 2022 –  Orientações para as conferências municipais, intermunicipais, estaduais e distritais;a-conferencia-nacional-de-educacao-2022-orientacoes-para-as-conferencias-municipais-intermunicipais-estaduais-e-distritais;01/01/2022 00:00;Relação:Autora,Instituição:#ae6ad199-fadb-4801-b8e2-b733c148f726;http://undime.org.br/uploads/documentos/phpGT4xKy_60e5fb2c38c79.pdf;25/08/2022 21:00;9293d806-8419-4127-b442-6437549105e5;23 páginas;76bf5f54-a49d-4948-927a-3e0fc7824d1e;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>Neste documento, realizado na IV Confer&ecirc.ncia Nacional de Educa&ccedil.&atilde.o, apresentou-se orienta&ccedil.&otilde.es para as confer&ecirc.ncias municipais, intermunicipais, estaduais e distritais. Dialogo-se diretamente com os F&oacute.runs Estaduais e demais integrantes dos Sistemas Educativos, objetivando subsidiar o trabalho das confer&ecirc.ncias municipais, intermunicipais, estaduais e distrital, com vistas ao estabelecimento de uma organicidade entre essas e a etapa nacional da CONAE 2022, respeitadas a diversidade e particularidade regionais.</p>;;17a7a4b9-a285-4199-b013-5518fbdd6d3a|068f159c-3265-4192-b288-bcdbfcdce78d|3a57dcae-e1e4-4fe3-a3d0-d93fa9439ba3;325127b6-0cb8-42f4-830a-3f233aa5c897|faf99f35-3654-4278-8f62-773faea7f61a;30d709a6-f6df-4521-ae49-4f9eaeffcff8|24332d5e-c12a-47be-81a8-3c84a51d3c27|d3418f38-a90e-4b4c-8072-55ee2de38dea|1809a782-bfff-416e-a58d-d16a35fa0271|4a108e05-b191-401e-8664-edcf23af27fb;cf03948d-64c7-4545-927e-5b903a148f71;17a7a4b9-a285-4199-b013-5518fbdd6d3a|068f159c-3265-4192-b288-bcdbfcdce78d|3a57dcae-e1e4-4fe3-a3d0-d93fa9439ba3|30d709a6-f6df-4521-ae49-4f9eaeffcff8|24332d5e-c12a-47be-81a8-3c84a51d3c27|d3418f38-a90e-4b4c-8072-55ee2de38dea|1809a782-bfff-416e-a58d-d16a35fa0271|4a108e05-b191-401e-8664-edcf23af27fb;;;cedoc; ;a93d7cfd-3e92-459c-bceb-5feba690bd16
Lei de Cotas: mudança estrutural em política pública e vitória suprapartidária da coalizão dos pés descalços no parlamento do Brasil;tf-lei-de-cotas-mudanca-estrutural-em-politica-publica-e-vitoria-suprapartidaria-da-coalizao-dos-pes-descalcos-no-parlamento-do-brasil;01/01/2022 00:00;Relação:Editora,Instituição:#eea01fd8-6e7c-4c79-a218-56b3d3178932;https://www.teses.usp.br/teses/disponiveis/8/8161/tde-22092022-152626/publico/2022_SergioJoseCustodio_VCorr.pdf;02/10/2022 21:00;9293d806-8419-4127-b442-6437549105e5;1090 páginas;84bad139-d7a7-40ba-9cc8-561764d7f12e;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>Este estudo discute o processo pol&iacute.tico em torno da Lei de Cotas no Congresso Nacional do Brasil, em rela&ccedil.&atilde.o com a cria&ccedil.&atilde.o do sistema p&uacute.blico de bolsas de estudos em institui&ccedil.&otilde.es privadas, e busca entender a rela&ccedil.&atilde.o entre o Congresso Nacional e a sociedade brasileira. Os resultados apontam raz&otilde.es multidimensionais para a aprova&ccedil.&atilde.o da Lei de Cotas - uma mudan&ccedil.a estrutural em pol&iacute.tica p&uacute.blica - e mostram a import&acirc.ncia te&oacute.rica da rela&ccedil.&atilde.o entre pol&iacute.tica p&uacute.blica e pensamento pol&iacute.tico brasileiro para a compreens&atilde.o de mudan&ccedil.a em pol&iacute.tica p&uacute.blica.</p>;;068f159c-3265-4192-b288-bcdbfcdce78d|0c1151a3-124a-44fa-9c01-07081fc259db|17a7a4b9-a285-4199-b013-5518fbdd6d3a;faf99f35-3654-4278-8f62-773faea7f61a;7f73b330-81f3-4d2a-90e5-4ace2e079512|9db2f386-4a2a-41a4-a7d6-41fbd117c073|2093eae8-4fae-4b12-91f4-275477c51aaf|5d54292c-b968-4b5a-9eb2-97ea13d5837d|3f7742b0-6d87-485d-8aaf-0e83e12ea350|7ac0202e-086d-406f-b152-6994d3e61d7e;a9d98290-8c70-4978-b9ba-f1f46f688ea1;068f159c-3265-4192-b288-bcdbfcdce78d|0c1151a3-124a-44fa-9c01-07081fc259db|17a7a4b9-a285-4199-b013-5518fbdd6d3a|7f73b330-81f3-4d2a-90e5-4ace2e079512|9db2f386-4a2a-41a4-a7d6-41fbd117c073|2093eae8-4fae-4b12-91f4-275477c51aaf|5d54292c-b968-4b5a-9eb2-97ea13d5837d|3f7742b0-6d87-485d-8aaf-0e83e12ea350|7ac0202e-086d-406f-b152-6994d3e61d7e;;;cedoc; ;d64d57b7-a0f4-4167-a69d-2a67a6aba53e
Potencialização das ações de internacionalização através de projetos de inovação educacional e extensão na universidade;tf-potencializacao-das-acoes-de-internacionalizacao-atraves-de-projetos-de-inovacao-educacional-e-extensao-na-universidade;01/01/2022 00:00;Relação:Editora,Instituição:#3f66a287-54b7-450d-9259-5730f5c0a4f4;https://brazilianjournals.com/ojs/index.php/BRJD/article/view/42271/pdf;03/10/2022 21:00;9293d806-8419-4127-b442-6437549105e5;18 páginas;fcd10499-e04b-4a9b-ae63-0c4fc375abf8;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>Neste estudo, analisou-se as a&ccedil.&otilde.es de internacionaliza&ccedil.&atilde.o desenvolvidas numa institui&ccedil.&atilde.o de ensino superior e apontar como potencializar as intera&ccedil.&otilde.es multidisciplinares e multisetoriais, a fim de servir de base para o planejamento de novas a&ccedil.&otilde.es integradoras e sustent&aacute.veis no &acirc.mbito do ensino, da extens&atilde.o e da pesquisa. Os resultados mostram que as a&ccedil.&otilde.es desenvolvidas favoreceram a aplica&ccedil.&atilde.o de pr&aacute.ticas humanizadoras e tecnol&oacute.gicas que incentivaram a melhor capacita&ccedil.&atilde.o e experi&ecirc.ncia de alunos e professores.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#70b2c3be-c7a7-41f0-82de-7c7ceaf65808;8847107e-6a27-4eba-9f62-11b936f53fc2|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|e8f735f5-1574-4ee8-aec1-56b59ff035cd;325127b6-0cb8-42f4-830a-3f233aa5c897;a74cdf68-d870-4cf7-9470-cfab6d651812|d052ff9d-3c35-4445-8d2d-650bbee0b972|75f5a4f2-5a35-4b3c-ad64-866bb8e12544|662afb66-f791-4c1c-8e64-abe84cc02a4b|b0055b8b-d4d2-4fa2-87cc-ffc8cc9dad10;1bd11ff0-e423-411b-89c6-6fc188e8139b;8847107e-6a27-4eba-9f62-11b936f53fc2|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|e8f735f5-1574-4ee8-aec1-56b59ff035cd|a74cdf68-d870-4cf7-9470-cfab6d651812|d052ff9d-3c35-4445-8d2d-650bbee0b972|75f5a4f2-5a35-4b3c-ad64-866bb8e12544|662afb66-f791-4c1c-8e64-abe84cc02a4b|b0055b8b-d4d2-4fa2-87cc-ffc8cc9dad10;;;cedoc; ;21395c2e-19e5-44b6-af66-603872a0fde8
Brazilian Journal of Development;tf-brazilian-journal-of-development-8-1;01/01/2022 00:00;Relação:Editora,Instituição:#3f66a287-54b7-450d-9259-5730f5c0a4f4;https://brazilianjournals.com/ojs/index.php/BRJD/issue/view/154;03/10/2022 21:00;9293d806-8419-4127-b442-6437549105e5; ;fcd10499-e04b-4a9b-ae63-0c4fc375abf8;d86ea641-fa95-4d83-be26-ce1b70bcf476|18395357-1ad2-4469-81ab-08c41608aa7b;<p>A Revista Brasileira de Desenvolvimento (BJD) &eacute. editada pelas Revistas Brasileiras Publica&ccedil.&otilde.es de Peri&oacute.dicos e Editora Ltda. Alguns professores brasileiros perceberam que a pesquisa cient&iacute.fica na &aacute.rea de desenvolvimento carece de meios de divulga&ccedil.&atilde.o. Esta publica&ccedil.&atilde.o mensal de artigos cient&iacute.ficos apresenta contribui&ccedil.&otilde.es originais, emp&iacute.ricas e te&oacute.ricas de maneira a contribuir com o debate acad&ecirc.mico.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#21395c2e-19e5-44b6-af66-603872a0fde8;068f159c-3265-4192-b288-bcdbfcdce78d|8847107e-6a27-4eba-9f62-11b936f53fc2|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9;faf99f35-3654-4278-8f62-773faea7f61a|325127b6-0cb8-42f4-830a-3f233aa5c897;;1bd11ff0-e423-411b-89c6-6fc188e8139b;068f159c-3265-4192-b288-bcdbfcdce78d|8847107e-6a27-4eba-9f62-11b936f53fc2|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9;;;cedoc; ;70b2c3be-c7a7-41f0-82de-7c7ceaf65808
Educar em Revista;tf-educar-em-revista-38;01/01/2022 00:00;Relação:Editora,Instituição:#70e21ab1-b15f-4457-a2f1-f9af60551d28;https://www.scielo.br/j/er/i/2022.v38/;14/10/2022 21:00;9293d806-8419-4127-b442-6437549105e5; ;fcd10499-e04b-4a9b-ae63-0c4fc375abf8;d86ea641-fa95-4d83-be26-ce1b70bcf476|61fd99f8-e59a-4178-b7a5-de4c2ad74595|18395357-1ad2-4469-81ab-08c41608aa7b;<p>Educar em Revista &eacute. um peri&oacute.dico do Setor de Educa&ccedil.&atilde.o, da Universidade Federal do Paran&aacute. (Brasil), de acesso aberto, com publica&ccedil.&atilde.o de fluxo cont&iacute.nuo e destina-se a divulga&ccedil.&atilde.o de trabalhos cient&iacute.ficos in&eacute.ditos em portugu&ecirc.s, espanhol, ingl&ecirc.s, franc&ecirc.s, alem&atilde.o ou italiano que tratem de temas relacionados &agrave. &aacute.rea de Educa&ccedil.&atilde.o. Este volume conta com o&nbsp.<span class=badge>Dossi&ecirc. - Educa&ccedil.&atilde.o de Jovens e Adultos: Pol&iacute.ticas e Processos Educativos Democr&aacute.ticos.</span></p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#b8c8a19b-26b4-4810-b2f7-299e84e8c31c|Tipo de relacionamento:Composiçao(in),Item do acervo:#f1131da9-47ba-43e7-a1ac-071a4b254189|Tipo de relacionamento:Composiçao(in),Item do acervo:#959470e1-42d5-4c8d-bd00-1668994fb647|Tipo de relacionamento:Composiçao(in),Item do acervo:#3734cd86-b184-4d0c-bdc3-f28dcbd25ab8;e8f735f5-1574-4ee8-aec1-56b59ff035cd|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9;2d33481d-710a-449e-8a73-aa0e2b9efbac;90753f21-8670-40b6-8e97-26e018c52a06;1bd11ff0-e423-411b-89c6-6fc188e8139b;e8f735f5-1574-4ee8-aec1-56b59ff035cd|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|90753f21-8670-40b6-8e97-26e018c52a06;;;cedoc; ;268ef9dd-bca1-4c17-9c88-9316784c1f8f
Educação em Revista;tf-educacao-em-revista-38;01/01/2022 00:00;Relação:Editora,Instituição:#f8e4abd1-5824-47ae-82e7-72796439cfba;https://www.scielo.br/j/edur/i/2022.v38/;14/10/2022 21:00;9293d806-8419-4127-b442-6437549105e5; ;f00e4e29-9fc2-44cb-889f-9d4921bfd49e;d86ea641-fa95-4d83-be26-ce1b70bcf476|61fd99f8-e59a-4178-b7a5-de4c2ad74595|18395357-1ad2-4469-81ab-08c41608aa7b;<p>A Educa&ccedil.&atilde.o em Revista tem a miss&atilde.o de publicar artigos originais oriundos de pesquisa na &aacute.rea educacional, assim como entrevistas e documentos de amplo interesse acad&ecirc.mico. Tem como prop&oacute.sito abordar quest&otilde.es atuais e significativas para a compreens&atilde.o dos fen&ocirc.menos educativos, e aceita trabalhos diretamente relacionados &agrave. &aacute.rea de Educa&ccedil.&atilde.o.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#6e322a43-5335-4346-a32a-6504b53a2735|Tipo de relacionamento:Composiçao(in),Item do acervo:#40a448f6-337d-4799-a691-69af59e19cc6|Tipo de relacionamento:Composiçao(in),Item do acervo:#8c5f7593-f369-4205-a249-f0e35d7cdd96|Tipo de relacionamento:Composiçao(in),Item do acervo:#9a58afaa-9f39-48f1-9723-bcd5edd3bb74;8847107e-6a27-4eba-9f62-11b936f53fc2;faf99f35-3654-4278-8f62-773faea7f61a;;1bd11ff0-e423-411b-89c6-6fc188e8139b;8847107e-6a27-4eba-9f62-11b936f53fc2;;;cedoc; ;8c6fbb1a-0914-4db7-991c-134896cb9797
Revista Brasileira de Educação;tf-revista-brasileira-de-educacao-27;01/01/2022 00:00;Relação:Editora,Instituição:#29fcdd56-b0e6-4589-b1bc-2b3f9d6eeae4;https://www.scielo.br/j/rbedu/i/2022.v27/;14/10/2022 21:00;9293d806-8419-4127-b442-6437549105e5; ;48dad8fc-8d46-45a8-8c8c-5dc20fd75d4a;d86ea641-fa95-4d83-be26-ce1b70bcf476|61fd99f8-e59a-4178-b7a5-de4c2ad74595|18395357-1ad2-4469-81ab-08c41608aa7b;<p>A Revista Brasileira de Educa&ccedil.&atilde.o &eacute. publicada pela ANPEd - Associa&ccedil.&atilde.o Nacional de P&oacute.s-Gradua&ccedil.&atilde.o e Pesquisa em Educa&ccedil.&atilde.o. Publica artigos acad&ecirc.micos e cient&iacute.ficos, de modo a apoiar o interc&acirc.mbio entre as produ&ccedil.&otilde.es nacionais e internacionais. &Eacute. voltada para professores, tutores e pesquisadores em educa&ccedil.&atilde.o, al&eacute.m de estudantes de gradua&ccedil.&atilde.o, p&oacute.s-gradua&ccedil.&atilde.o e p&oacute.s-gradua&ccedil.&atilde.o em Ci&ecirc.ncias Sociais e Humanas.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#c59dc389-8e66-4666-b082-0f5db7733ba1|Tipo de relacionamento:Composiçao(in),Item do acervo:#2e7f6f20-d088-4a08-be74-991607f911b4|Tipo de relacionamento:Composiçao(in),Item do acervo:#e9a8f33f-b76a-4b0a-9ab2-20c71afbabfb|Tipo de relacionamento:Composiçao(in),Item do acervo:#77655d37-33b0-4a85-aa5a-95fdf108bafa|Tipo de relacionamento:Composiçao(in),Item do acervo:#7d8b9dac-125c-40bd-9210-d04a299407c0;8e894741-5b5f-4422-ba5c-05998d4f0ade|e8f735f5-1574-4ee8-aec1-56b59ff035cd;325127b6-0cb8-42f4-830a-3f233aa5c897;e5557ab7-ae3a-45a6-8d26-6bdb20eb794b;1bd11ff0-e423-411b-89c6-6fc188e8139b;8e894741-5b5f-4422-ba5c-05998d4f0ade|e8f735f5-1574-4ee8-aec1-56b59ff035cd|e5557ab7-ae3a-45a6-8d26-6bdb20eb794b;;;cedoc; ;20cb85e2-6179-4c8b-9858-bd9dd233c0d4
Políticas Públicas de/para a Educação de Jovens e Adultos: um balanço de artigos publicados no Portal de Periódicos Capes;tf-politicas-publicas-de-para-a-educacao-de-jovens-e-adultos-um-balanco-de-artigos-publicados-no-portal-de-periodicos-capes;01/01/2022 00:00;Relação:Editora,Instituição:#70e21ab1-b15f-4457-a2f1-f9af60551d28;https://www.scielo.br/j/er/a/BQcdf5jJq6qVKKJVCWWK7nN/?format=pdf&lang=pt;14/10/2022 21:00;9293d806-8419-4127-b442-6437549105e5;22 páginas;fcd10499-e04b-4a9b-ae63-0c4fc375abf8;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>Neste artigo, objetivou-se apresentar um balan&ccedil.o das publica&ccedil.&otilde.es sobre Pol&iacute.ticas P&uacute.blicas de/para Educa&ccedil.&atilde.o de Jovens e Adultos no Brasil, tendo como base de informa&ccedil.&atilde.o o Portal de Peri&oacute.dicos da Capes. Os resultados apontam que a complexidade que envolve a an&aacute.lise das pol&iacute.ticas p&uacute.blicas de/para a Educa&ccedil.&atilde.o de Jovens e Adultos &eacute. estabelecida em decorr&ecirc.ncia das nuances e multiplicidades de categorias e temas associadas a essa modalidade de ensino.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#268ef9dd-bca1-4c17-9c88-9316784c1f8f;068f159c-3265-4192-b288-bcdbfcdce78d|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9;faf99f35-3654-4278-8f62-773faea7f61a;90753f21-8670-40b6-8e97-26e018c52a06|8fee76b6-ddda-4033-a9c1-01834cee006d|38a8d017-0f7e-4e07-ab60-9deec91421e7|85d8fda4-794f-47c5-b4e5-2106758125a6|601d4133-e752-4d41-95cf-7d37c5c39d41|25adbfd4-5723-46cc-a6c6-1ead723da612;1bd11ff0-e423-411b-89c6-6fc188e8139b;068f159c-3265-4192-b288-bcdbfcdce78d|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|90753f21-8670-40b6-8e97-26e018c52a06|8fee76b6-ddda-4033-a9c1-01834cee006d|38a8d017-0f7e-4e07-ab60-9deec91421e7|85d8fda4-794f-47c5-b4e5-2106758125a6|601d4133-e752-4d41-95cf-7d37c5c39d41|25adbfd4-5723-46cc-a6c6-1ead723da612;;;cedoc; ;b8c8a19b-26b4-4810-b2f7-299e84e8c31c
O dispositivo Nise como acionador de novas demandas na educação;tf-o-dispositivo-nise-como-acionador-de-novas-demandas-na-educacao;01/01/2022 00:00;Relação:Editora,Instituição:#1d41b782-64e5-4557-802d-f46fc01cc162;https://www.scielo.br/j/psoc/a/fXK6qdKmDWgrscwL5gYk8nz/?format=pdf&lang=pt;14/10/2022 21:00;9293d806-8419-4127-b442-6437549105e5;16 páginas;88beabcb-46fe-4d27-8597-3e70963c3aa4;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>Neste artigo, objetivou-se mapear a experi&ecirc.ncia de constitui&ccedil.&atilde.o do N&uacute.cleo Interdisciplinar de Sa&uacute.de na Escola (Nise) e sua busca por favorecer a interlocu&ccedil.&atilde.o entre os sujeitos na escola, utilizando a An&aacute.lise Institucional e as Cl&iacute.nicas do Trabalho. O estudo, tamb&eacute.m pautado na a&ccedil.&atilde.o e, por meio de um vi&eacute.s interdisciplinar (Psicologia, Servi&ccedil.o Social, sa&uacute.de e educa&ccedil.&atilde.o), auxiliou na amplia&ccedil.&atilde.o dos modos de agir, pensar e agenciar uma postura &eacute.tico-est&eacute.tico-pol&iacute.tica nesse espa&ccedil.o.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#486eab50-a0aa-4309-97af-8aa246f9c31d;5f582d23-7153-4faf-a199-9a0c30bde618|3a57dcae-e1e4-4fe3-a3d0-d93fa9439ba3|e8f735f5-1574-4ee8-aec1-56b59ff035cd|8847107e-6a27-4eba-9f62-11b936f53fc2;325127b6-0cb8-42f4-830a-3f233aa5c897;e40bf5dc-bb1a-42e0-b71c-30ff0801ede3|22f9f42a-9969-446e-a72f-7187c5c7f82f|85d8fda4-794f-47c5-b4e5-2106758125a6|1a143ecd-b95f-42eb-8b8d-eb906be8b2b6|51957f09-20d3-4fdc-8c65-75cd2ead18ed|000fdac0-4ca4-4bdb-a363-730da0378ee6|170c2001-1d22-4fd8-a27a-00565997d954|f6d8804b-c5f6-4df4-86fb-a2aad597603a;1bd11ff0-e423-411b-89c6-6fc188e8139b;5f582d23-7153-4faf-a199-9a0c30bde618|3a57dcae-e1e4-4fe3-a3d0-d93fa9439ba3|e8f735f5-1574-4ee8-aec1-56b59ff035cd|8847107e-6a27-4eba-9f62-11b936f53fc2|e40bf5dc-bb1a-42e0-b71c-30ff0801ede3|22f9f42a-9969-446e-a72f-7187c5c7f82f|85d8fda4-794f-47c5-b4e5-2106758125a6|1a143ecd-b95f-42eb-8b8d-eb906be8b2b6|51957f09-20d3-4fdc-8c65-75cd2ead18ed|000fdac0-4ca4-4bdb-a363-730da0378ee6|170c2001-1d22-4fd8-a27a-00565997d954|f6d8804b-c5f6-4df4-86fb-a2aad597603a;;;cedoc; ;ac919711-b2cd-4261-a4db-99455895df36
Contexto de influência da criação do Programa Bolsa Estágio Formação Docente;tf-contexto-de-influencia-da-criacao-do-programa-bolsa-estagio-formacao-docente;01/01/2022 00:00;Relação:Editora,Instituição:#70e21ab1-b15f-4457-a2f1-f9af60551d28;https://www.scielo.br/j/er/a/f8ZHDrx8ZGqPfHv4SxkWrTN/?format=pdf&lang=pt;14/10/2022 21:00;9293d806-8419-4127-b442-6437549105e5;22 páginas;fcd10499-e04b-4a9b-ae63-0c4fc375abf8;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>Neste artigo, analisou-se o Programa Bolsa Est&aacute.gio Forma&ccedil.&atilde.o Docente como pol&iacute.tica estadual capixaba voltada ao est&aacute.gio n&atilde.o obrigat&oacute.rio para a forma&ccedil.&atilde.o inicial de professores. Os resultados apontam que a cria&ccedil.&atilde.o do Programa vai ao encontro do contexto das pol&iacute.ticas de forma&ccedil.&atilde.o de professores. Destaca-se a influ&ecirc.ncia de grupo de atores empresariais na cria&ccedil.&atilde.o da pol&iacute.tica e as fragilidades dos curr&iacute.culos dos cursos de forma&ccedil.&atilde.o inicial docente, especialmente na rela&ccedil.&atilde.o teoria-pr&aacute.tica e ao desenvolvimento profissional.&nbsp.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#268ef9dd-bca1-4c17-9c88-9316784c1f8f;3a57dcae-e1e4-4fe3-a3d0-d93fa9439ba3|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d;faf99f35-3654-4278-8f62-773faea7f61a;0ef36318-dca1-4893-9f32-0715ebb33bd6|b710b940-ec56-4d34-a767-04dddd9e6b59|3a7b3713-ef38-4a2d-a636-90f0543218ef|2aa4e8b1-3d39-4ccc-b7fd-2b1bd12c39bc|38a8d017-0f7e-4e07-ab60-9deec91421e7|e8a1c9e4-a2fb-4632-8aa8-5c4f6c6cc0fd;1bd11ff0-e423-411b-89c6-6fc188e8139b;3a57dcae-e1e4-4fe3-a3d0-d93fa9439ba3|0ce5f91e-d6c7-4ed8-8a30-ce76aa7b35d9|068f159c-3265-4192-b288-bcdbfcdce78d|0ef36318-dca1-4893-9f32-0715ebb33bd6|b710b940-ec56-4d34-a767-04dddd9e6b59|3a7b3713-ef38-4a2d-a636-90f0543218ef|2aa4e8b1-3d39-4ccc-b7fd-2b1bd12c39bc|38a8d017-0f7e-4e07-ab60-9deec91421e7|e8a1c9e4-a2fb-4632-8aa8-5c4f6c6cc0fd;39913165-4619-4bba-9d12-c433f7d3aff1;;cedoc; ;f1131da9-47ba-43e7-a1ac-071a4b254189
Políticas educacionais: um estudo bibliométrico sobre o papel das olimpíadas científicas sob uma análise multinível;tf-politicas-educacionais-um-estudo-bibliometrico-sobre-o-papel-das-olimpiadas-cientificas-sob-uma-analise-multinivel;01/01/2022 00:00;Relação:Editora,Instituição:#29fcdd56-b0e6-4589-b1bc-2b3f9d6eeae4;https://www.scielo.br/j/rbedu/a/xMBy9RnHnzzycxh4GjXkBcC/?lang=pt#;14/10/2022 21:00;9293d806-8419-4127-b442-6437549105e5;20 páginas;48dad8fc-8d46-45a8-8c8c-5dc20fd75d4a;d86ea641-fa95-4d83-be26-ce1b70bcf476;<p>Neste artigo, objetivou-se avaliar a produ&ccedil.&atilde.o cient&iacute.fica mundial sobre o papel das olimp&iacute.adas e seu car&aacute.ter de pol&iacute.tica p&uacute.blica, al&eacute.m de promover uma discuss&atilde.o acerca dos reflexos do federalismo nas pol&iacute.ticas educacionais no Brasil. Por meio de um estudo bibliom&eacute.trico a partir da plataforma Web of Science. Os resultados apontam a exist&ecirc.ncia de uma tend&ecirc.ncia crescente nas pesquisas sobre as olimp&iacute.adas cient&iacute.ficas, destacando-se os Estados Unidos da Am&eacute.rica como o pa&iacute.s que mais desenvolve estudos nessa &aacute.rea.</p>;Tipo de relacionamento:Composiçao(in),Item do acervo:#20cb85e2-6179-4c8b-9858-bd9dd233c0d4;e8f735f5-1574-4ee8-aec1-56b59ff035cd|068f159c-3265-4192-b288-bcdbfcdce78d;2d33481d-710a-449e-8a73-aa0e2b9efbac;72d208f9-46ab-4b8a-a195-1bf1dd0e4464|ba501496-7c9a-4e1e-914c-0edb2db33287|d3418f38-a90e-4b4c-8072-55ee2de38dea|dff704ee-8946-4beb-b100-919d280259a5|38a8d017-0f7e-4e07-ab60-9deec91421e7|2b33af8b-8980-4cbf-a932-f511b536b7fa;1bd11ff0-e423-411b-89c6-6fc188e8139b;e8f735f5-1574-4ee8-aec1-56b59ff035cd|068f159c-3265-4192-b288-bcdbfcdce78d|72d208f9-46ab-4b8a-a195-1bf1dd0e4464|ba501496-7c9a-4e1e-914c-0edb2db33287|d3418f38-a90e-4b4c-8072-55ee2de38dea|dff704ee-8946-4beb-b100-919d280259a5|38a8d017-0f7e-4e07-ab60-9deec91421e7|2b33af8b-8980-4cbf-a932-f511b536b7fa;;;cedoc; ;c59dc389-8e66-4666-b082-0f5db7733ba1
